##############################################
# inputfile: example_inputfile.ld
# window-size: 5000bp
# minimum no. of marker-pairs: 40
# Fri Dec 17 17:23:43 2021
##############################################

chr	start	end	R-squared	D-prime	mrk-pairs
SUPER_29	680000	684999	0.0592819209186312	0.734648576577947	1315
SUPER_29	685000	689999	0.0514906458021978	0.72527825054945	91
SUPER_29	690000	694999	0.0559656316285098	0.716448381641469	463
SUPER_29	695000	699999	0.0647824572764307	0.645988682065955	1031
SUPER_29	710000	714999	0.056134725	0.6756694075	120
SUPER_29	715000	719999	0.091378958967033	0.628572486813187	91
SUPER_29	720000	724999	0.0532090869391305	0.725766231739131	230
SUPER_29	725000	729999	0.0571763872380953	0.776515467619047	105
SUPER_29	730000	734999	0.0752327257846891	0.729925760287081	209
SUPER_29	735000	739999	0.0565969580966667	0.718184043666667	300
SUPER_29	740000	744999	0.0686545625490197	0.787820705882353	153
SUPER_29	745000	749999	0.0630901107809524	0.72540033047619	105
SUPER_29	750000	754999	0.0422948568076923	0.773918108653846	104
SUPER_29	755000	759999	0.0655901493421053	0.812861697368421	76
SUPER_29	760000	764999	0.0659312862165243	0.713400713390313	351
SUPER_29	775000	779999	0.060472875954416	0.726628016809117	351
SUPER_29	795000	799999	0.0763633127341389	0.785483180664652	662
SUPER_29	800000	804999	0.0804594157777778	0.649786908888889	45
SUPER_29	805000	809999	0.0611750667748344	0.706582908609272	151
SUPER_29	810000	814999	0.0753143453138461	0.718479446769231	325
SUPER_29	815000	819999	0.0611517782881356	0.71690268220339	118
SUPER_29	820000	824999	0.0771034141348315	0.706584975280899	89
SUPER_29	825000	829999	0.0925288768966667	0.776426146	300
SUPER_29	830000	834999	0.0719088772252965	0.775267664426878	253
SUPER_29	835000	839999	0.0777305046153846	0.816711632051282	78
SUPER_29	840000	844999	0.0607505474846847	0.691170557117116	555
SUPER_29	845000	849999	0.0567447489411765	0.67126352	170
SUPER_29	850000	854999	0.091876940560606	0.756243954545454	66
SUPER_29	855000	859999	0.0506959969090909	0.716526707575758	66
SUPER_29	860000	864999	0.0652540927731092	0.681453096638655	119
SUPER_29	865000	869999	0.0692128199023569	0.704780481481481	297
SUPER_29	870000	874999	0.0593179596466667	0.747604004	300
SUPER_29	875000	879999	0.0575858692227663	0.718929440881273	817
SUPER_29	880000	884999	0.0597241397459568	0.651457238349056	1484
SUPER_29	885000	889999	0.0610790435954024	0.694400417931035	435
SUPER_29	890000	894999	0.0604254054315789	0.783692235789474	190
SUPER_29	895000	899999	0.0592339933680673	0.66729824302521	595
SUPER_29	900000	904999	0.0567174802016129	0.746384725403226	248
SUPER_29	905000	909999	0.05555485384	0.685736034666667	300
SUPER_29	910000	914999	0.0745110717333334	0.74184984031746	630
SUPER_29	915000	919999	0.0574057471333333	0.767831208333333	120
SUPER_29	920000	924999	0.0690373235878379	0.69578775027027	740
SUPER_29	925000	929999	0.0488281371332503	0.718036041594021	803
SUPER_29	930000	934999	0.057108849172973	0.735823263108107	740
SUPER_29	935000	939999	0.0653096685909091	0.783120725757576	66
SUPER_29	940000	944999	0.0568250603453453	0.693617799564564	666
SUPER_29	945000	949999	0.0507479035875797	0.716334248057325	628
SUPER_29	955000	959999	0.0661250763952569	0.55408396916996	253
SUPER_29	960000	964999	0.0888037506708632	0.742526289568345	556
SUPER_29	965000	969999	0.0617248466739131	0.579170007318841	276
SUPER_29	970000	974999	0.053178554770115	0.712926844137931	435
SUPER_29	975000	979999	0.0579252747901235	0.667806650308642	324
SUPER_29	980000	984999	0.0554045120421052	0.586898394210526	190
SUPER_29	985000	989999	0.0536124951262294	0.747321982295082	1220
SUPER_29	990000	994999	0.0592753715661765	0.638520764705882	136
SUPER_29	995000	999999	0.0580061270873016	0.72832791984127	252
SUPER_29	1000000	1004999	0.0696257673333333	0.783035048888889	45
SUPER_29	1005000	1009999	0.0635728784782608	0.720316128853755	253
SUPER_29	1010000	1014999	0.0549464537272728	0.722426280254153	1023
SUPER_29	1015000	1019999	0.0669623452487685	0.669958096059113	406
SUPER_29	1020000	1024999	0.055312193291866	0.615978629186603	209
SUPER_29	1025000	1029999	0.0609350951265509	0.699943829528536	403
SUPER_29	1030000	1034999	0.0673505060130719	0.733795054248366	153
SUPER_29	1035000	1039999	0.065311160224315	0.697846754203767	1168
SUPER_29	1040000	1044999	0.0764364555132837	0.74532695674814	941
SUPER_29	1045000	1049999	0.0654415136763637	0.796114186181818	275
SUPER_29	1050000	1054999	0.0753511444387352	0.678323087747036	253
SUPER_29	1055000	1059999	0.0733559216380952	0.703909558095238	105
SUPER_29	1060000	1064999	0.0598935905289855	0.672980222463768	276
SUPER_29	1080000	1084999	0.056244089968661	0.69911835985755	351
SUPER_29	1090000	1094999	0.0705008066262627	0.765369104444445	495
SUPER_29	1095000	1099999	0.0591358683503496	0.70986270379021	1430
SUPER_29	1100000	1104999	0.0600101416503667	0.719254664303178	818
SUPER_29	1105000	1109999	0.0724258551247358	0.706819514799154	946
SUPER_29	1110000	1114999	0.0602110662054506	0.722597091684137	1431
SUPER_29	1115000	1119999	0.0566137521170213	0.676961581914894	188
SUPER_29	1120000	1124999	0.0553259284827586	0.69921170045977	435
SUPER_29	1150000	1154999	0.0479451754558824	0.668505802941176	136
SUPER_29	1155000	1159999	0.063349191124183	0.723513833986928	153
SUPER_29	1170000	1174999	0.0496009692692308	0.720261015384615	78
SUPER_29	1185000	1189999	0.0589027019047619	0.670160908658009	231
SUPER_29	1195000	1199999	0.0531535907878788	0.645405418181818	66
SUPER_29	1210000	1214999	0.0775477649833334	0.735687283333333	120
SUPER_29	1215000	1219999	0.0636052407433863	0.67477514047619	378
SUPER_29	1225000	1229999	0.0589227126923077	0.59940266025641	78
SUPER_29	1260000	1264999	0.0587938659259259	0.747484097037037	135
SUPER_29	1265000	1269999	0.0604015806194332	0.681942632928474	741
SUPER_29	1290000	1294999	0.0679241977494253	0.687458959770114	435
SUPER_29	1295000	1299999	0.0752642737133333	0.755649141333333	150
SUPER_29	1325000	1329999	0.0531313827977208	0.777093191737892	351
SUPER_29	1330000	1334999	0.0634632767565217	0.709347033913043	1035
SUPER_29	1335000	1339999	0.0573858662093023	0.731372810807113	731
SUPER_29	1340000	1344999	0.0571868678415234	0.683570333046683	814
SUPER_29	1345000	1349999	0.0645459330189395	0.757841142424242	528
SUPER_29	1350000	1354999	0.0581508141051694	0.676962757040998	561
SUPER_29	1355000	1359999	0.0578888349898374	0.745032213821138	492
SUPER_29	1360000	1364999	0.0691260911461988	0.69206814502924	171
SUPER_29	1365000	1369999	0.0572760976168971	0.710799671893663	1373
SUPER_29	1370000	1374999	0.0644465033778626	0.739773471946564	524
SUPER_29	1375000	1379999	0.0820352140326087	0.739285987681159	276
SUPER_29	1380000	1384999	0.0569939935371622	0.682893096959459	296
SUPER_29	1385000	1389999	0.0690206963083004	0.61525611146245	253
SUPER_29	1390000	1394999	0.060702823001355	0.728775417886178	738
SUPER_29	1395000	1399999	0.0565847896954023	0.712748329741379	696
SUPER_29	1400000	1404999	0.0743094228669202	0.72982586730038	526
SUPER_29	1405000	1409999	0.0809975758545455	0.834335112727273	55
SUPER_29	1415000	1419999	0.0639991200125725	0.728400914313346	1034
SUPER_29	1420000	1424999	0.0526688368862276	0.793484971257485	167
SUPER_29	1425000	1429999	0.06478333176	0.737589123199999	625
SUPER_29	1430000	1434999	0.060811544507653	0.737440021513606	1176
SUPER_29	1435000	1439999	0.0670442618363636	0.771015638181818	55
SUPER_29	1450000	1454999	0.0574883915555556	0.681643215555556	45
SUPER_29	1455000	1459999	0.0621482277487179	0.680243318076923	780
SUPER_29	1460000	1464999	0.0667404120166667	0.666470455833333	120
SUPER_29	1465000	1469999	0.055503771095082	0.642029709836067	1830
SUPER_29	1470000	1474999	0.0606859715127273	0.752972018909091	275
SUPER_29	1475000	1479999	0.0791832400476191	0.777835941428572	210
SUPER_29	1480000	1484999	0.0639308249916667	0.7307573275	120
SUPER_29	1485000	1489999	0.0522272836993464	0.686333075816993	153
SUPER_29	1490000	1494999	0.055978144404	0.6174940092	250
SUPER_29	1505000	1509999	0.0895050353268293	0.84082431902439	205
SUPER_29	1515000	1519999	0.107443684884615	0.796578855128205	78
SUPER_29	1520000	1524999	0.0633212687698413	0.741430835714285	378
SUPER_29	1580000	1584999	0.100020636969697	0.759057995454545	66
SUPER_29	1615000	1619999	0.0589976872284345	0.757427658785942	626
SUPER_29	1620000	1624999	0.123019222444444	0.758249502222222	45
SUPER_29	1635000	1639999	0.0586713067944664	0.733944108300396	253
SUPER_29	1660000	1664999	0.0600554671666667	0.639422526666667	120
SUPER_29	1675000	1679999	0.0586365327802198	0.741699058241758	91
SUPER_29	1680000	1684999	0.0647479211282051	0.739719021794872	78
SUPER_29	1715000	1719999	0.0540760787784616	0.691629652615384	325
SUPER_29	1730000	1734999	0.0655389690879121	0.754661113186813	91
SUPER_29	1735000	1739999	0.0652800967773279	0.711538125506072	247
SUPER_29	1740000	1744999	0.08721501	0.727096943939394	66
SUPER_29	1745000	1749999	0.0834160252	0.699081508888889	45
SUPER_29	1750000	1754999	0.0761915444354355	0.724549317867868	666
SUPER_29	1755000	1759999	0.0694751324359606	0.69328093275862	406
SUPER_29	1760000	1764999	0.0527820186861538	0.683480369230769	325
SUPER_29	1765000	1769999	0.0628886182631579	0.732643577894737	190
SUPER_29	1775000	1779999	0.0691344731476191	0.659276716031746	630
SUPER_29	1780000	1784999	0.0603872203322148	0.743900751342282	298
SUPER_29	1785000	1789999	0.0655949116853252	0.639512076475038	1322
SUPER_29	1790000	1794999	0.0629850834144386	0.703056570320856	374
SUPER_29	1800000	1804999	0.0797157503939394	0.638059339393939	66
SUPER_29	1805000	1809999	0.0574331065571429	0.7332047	210
SUPER_29	1810000	1814999	0.0781747448571429	0.640821241758242	91
SUPER_29	1820000	1824999	0.0547516483472222	0.757611600694445	144
SUPER_29	1825000	1829999	0.0665961777692308	0.726040882417582	91
SUPER_29	1830000	1834999	0.0623758471261539	0.732451948923077	325
SUPER_29	1840000	1844999	0.0722291672181818	0.73009548	55
SUPER_29	1850000	1854999	0.0609915412095239	0.784120619047619	210
SUPER_29	1855000	1859999	0.0645739590181818	0.658496694545455	55
SUPER_29	1860000	1864999	0.0580749910572688	0.727611433480176	227
SUPER_29	1865000	1869999	0.0652552721113491	0.687607856852248	934
SUPER_29	1875000	1879999	0.0580034258229885	0.696300685977011	435
SUPER_29	1880000	1884999	0.0563909195587045	0.617373216194332	247
SUPER_29	1885000	1889999	0.0905780759450549	0.60176112967033	91
SUPER_29	1890000	1894999	0.0604254252057416	0.738317107655502	209
SUPER_29	1895000	1899999	0.0732492011705426	0.696008551716499	903
SUPER_29	1925000	1929999	0.0622328211527779	0.70016760787037	432
SUPER_29	1930000	1934999	0.0720430237210145	0.736829877173913	276
SUPER_29	1935000	1939999	0.0624216118408828	0.753436125319396	861
SUPER_29	1940000	1944999	0.0674691701747899	0.717414252268907	595
SUPER_29	1950000	1954999	0.0514260393433735	0.780072508433735	166
SUPER_29	1960000	1964999	0.0498434894285714	0.62586969047619	210
SUPER_29	1965000	1969999	0.0685424421225297	0.645299502371542	253
SUPER_29	1995000	1999999	0.055473662	0.697964891176471	136
SUPER_29	2010000	2014999	0.0482108699560439	0.603625642857143	91
SUPER_29	2015000	2019999	0.0597631219346406	0.653697846405229	153
SUPER_29	2020000	2024999	0.0526058714545455	0.810250781818182	55
SUPER_29	2025000	2029999	0.0801024719714286	0.598418125714286	105
SUPER_29	2030000	2034999	0.0684021275757576	0.885299909090909	66
SUPER_29	2040000	2044999	0.0615894026666667	0.7360997025	120
SUPER_29	2045000	2049999	0.06845910759375	0.7127736875	64
